redshift,name
0.085704,4FGL_J0709.1-1034c
0.126,4FGL_J0709.2-1527
,4FGL_J0709.3+0540
1.055,4FGL_J0709.7-3009
0.691,4FGL_J0709.7-0255
,4FGL_J0710.4+5908
,4FGL_J0710.8-3851
0.14,4FGL_J0710.9+4733
0.997,4FGL_J0711.3-0942
0.23394,4FGL_J0712.0-6431
0.9245,4FGL_J0712.4+5724
0.002307,4FGL_J0712.5+3311
1.639,4FGL_J0712.7+5033
,4FGL_J0712.8-5637
,4FGL_J0713.0+5738
1.491,4FGL_J0713.5+2537
0.63,4FGL_J0713.5-2555
0.501,4FGL_J0713.8-4820c
0.46,4FGL_J0713.8+1935
0.8249,4FGL_J0714.4+1110
,4FGL_J0715.3-6828
0.105,4FGL_J0715.6-4528
0.61,4FGL_J0715.7-1128
,4FGL_J0716.0-0826
1.21,4FGL_J0716.9-2219
0.375,4FGL_J0717.3+2437
1.05,4FGL_J0717.7-5519
,4FGL_J0718.0+4536
,4FGL_J0718.6-4319
,4FGL_J0718.8-5004
0.890996,4FGL_J0719.1-7055
0.573,4FGL_J0719.3+3307
,4FGL_J0719.7-4012
0.923783,4FGL_J0720.0-3507
0.943,4FGL_J0720.0-6237
2.027,4FGL_J0721.3-0222
,4FGL_J0721.3+0405
1.024,4FGL_J0721.9+7120
0.325566,4FGL_J0722.4-2650
,4FGL_J0722.7+3606
1.864,4FGL_J0722.7-2309c
,4FGL_J0723.0-0732
,4FGL_J0723.1-3048
0.224,4FGL_J0723.4+5841
1.143,4FGL_J0723.5+2900
0.47,4FGL_J0723.7+2050
,4FGL_J0723.9+5702
2.26,4FGL_J0724.8+3016
0.0018,4FGL_J0725.2+1425
0.8,4FGL_J0725.3-2550c
0.204153,4FGL_J0725.5+0216
1.882,4FGL_J0725.5-0504
1.398,4FGL_J0725.6-5008
,4FGL_J0725.6-3530
,4FGL_J0725.7-0549
0.575868,4FGL_J0725.8-0054
,4FGL_J0726.1+8114
,4FGL_J0726.4-4727
,4FGL_J0727.1+3734
0.688,4FGL_J0727.3+2152
,4FGL_J0727.4+5325
0.849934,4FGL_J0728.0-4740
0.7,4FGL_J0728.0+6735
0.25,4FGL_J0728.2+4827
,4FGL_J0728.5+6128
1.352,4FGL_J0729.1-3131
0.126187,4FGL_J0729.1+5703
2.15,4FGL_J0729.3-1445
0.668,4FGL_J0730.1+6852
1.492,4FGL_J0730.3-1141
0.731,4FGL_J0730.4+3308
1.362,4FGL_J0730.5-0535
,4FGL_J0730.7-6602
0.342578,4FGL_J0731.0+6607
0.25,4FGL_J0731.2-1403
0.267,4FGL_J0731.5-1910c
,4FGL_J0731.8-3009
1.099576,4FGL_J0731.9+2805
,4FGL_J0732.7-4638
0.539,4FGL_J0733.0+4915
,4FGL_J0733.1+5910
0.946,4FGL_J0733.3-7615
,4FGL_J0733.4+5152
0.657,4FGL_J0733.5+3517
1.51,4FGL_J0733.5-5445
1.62,4FGL_J0733.6+3649
,4FGL_J0733.7+0205c
0.546,4FGL_J0733.7+4110
0.223,4FGL_J0733.8+0455
,4FGL_J0734.0+5021
0.172,4FGL_J0734.3-4448
0.207,4FGL_J0734.4-7711
1.582,4FGL_J0734.7-1559
0.282713,4FGL_J0735.0-7255
0.1365,4FGL_J0736.9-3231
0.933,4FGL_J0737.3-8247
1.351,4FGL_J0737.4+6535
,4FGL_J0737.7-8047
2.49,4FGL_J0738.1+1742
,4FGL_J0738.4+1539
2.534,4FGL_J0738.6+1311
,4FGL_J0738.9-6736
1.0933,4FGL_J0739.2+0137
,4FGL_J0739.6-4530
1.3,4FGL_J0739.7+1743
0.34,4FGL_J0739.8-6722
0.711515,4FGL_J0740.0-0753
2.084,4FGL_J0740.4+7300
,4FGL_J0740.9+3203
,4FGL_J0741.0+6618
1.034,4FGL_J0741.0+3226
,4FGL_J0741.0-5226
0.267797,4FGL_J0741.2-5140
,4FGL_J0741.4-4709
,4FGL_J0741.9-4157
0.216,4FGL_J0742.1+4902
0.405,4FGL_J0742.6+5443
0.404,4FGL_J0742.8-2822
,4FGL_J0742.9-5242
,4FGL_J0743.0-5622
3.716,4FGL_J0743.1+1713
0.383965,4FGL_J0743.2+4034
0.33,4FGL_J0743.3-4912c
0.074745,4FGL_J0743.6-3805
0.72,4FGL_J0744.0-2525
0.2187,4FGL_J0744.0+5033
1.585,4FGL_J0744.1-6211
1.014,4FGL_J0744.1+7434
,4FGL_J0744.2-6918
1.325654,4FGL_J0744.4-1403
0.407,4FGL_J0744.9-4028
0.334,4FGL_J0745.4-2447
,4FGL_J0746.0-0039
,4FGL_J0746.3-0225
0.667,4FGL_J0746.4+2546
,4FGL_J0746.5+2730
0.2442,4FGL_J0746.5-0710
2.14,4FGL_J0746.5-4113
0.493249,4FGL_J0746.6-4754
0.363,4FGL_J0747.2-0736
0.344,4FGL_J0747.2+4529
,4FGL_J0747.3-3310
,4FGL_J0747.5+0905
,4FGL_J0747.5-4927
0.37,4FGL_J0747.6+7209
0.54,4FGL_J0747.8+7410
,4FGL_J0748.0-1638
1.493,4FGL_J0748.3+8511
,4FGL_J0748.3+4928
0.14425,4FGL_J0748.6+2400
0.522091,4FGL_J0749.0-3904
,4FGL_J0749.0-2956
,4FGL_J0749.2+2314
0.07649,4FGL_J0749.3+4453
0.64552,4FGL_J0749.4+1058
0.46,4FGL_J0749.5+1026
1.529,4FGL_J0749.6+1324
0.496167,4FGL_J0749.7+7450
0.247,4FGL_J0749.8-4420
0.136,4FGL_J0749.9+1823
0.237,4FGL_J0750.0+8238
0.356,4FGL_J0750.5-7519
2.085,4FGL_J0750.8+1229
1.544,4FGL_J0751.0+7908
0.27,4FGL_J0751.0-5131
0.143,4FGL_J0751.2+1808
0.903,4FGL_J0751.2-0029
1.831,4FGL_J0751.4-0421
0.153,4FGL_J0751.4+2655
,4FGL_J0751.6-5029c
,4FGL_J0751.9+3314
0.005515,4FGL_J0752.0-2931
,4FGL_J0752.3-1631
,4FGL_J0753.0+5353
0.682,4FGL_J0753.1-2624c
0.635,4FGL_J0753.2+4319
,4FGL_J0753.4+4650
,4FGL_J0753.7-4545
,4FGL_J0753.9+0923
0.788,4FGL_J0754.0+0451
0.082244,4FGL_J0754.4-1148
0.335,4FGL_J0754.7+4823
0.6654,4FGL_J0754.9-3953
,4FGL_J0755.6+1855
,4FGL_J0755.9-0515
,4FGL_J0756.3-6431
,4FGL_J0756.6-7723
1.091,4FGL_J0757.1-3729
0.6035,4FGL_J0757.1+0956
,4FGL_J0757.9+7304
,4FGL_J0757.9-1514
,4FGL_J0758.1+1134
1.522,4FGL_J0758.7+3746
,4FGL_J0758.8-1450
0.129,4FGL_J0758.9+2703
,4FGL_J0759.6+1321
3.013,4FGL_J0759.9+0005
,4FGL_J0800.1-5531
,4FGL_J0800.3+5611
,4FGL_J0800.4-2257
,4FGL_J0800.5+3715
2.331,4FGL_J0800.7-1059
1.24,4FGL_J0800.9+0733
1.382,4FGL_J0800.9+4401
,4FGL_J0801.0-0618
,4FGL_J0801.1+1335
0.748,4FGL_J0801.1+6444
,4FGL_J0801.3+6631
,4FGL_J0802.0+1006
1.547438,4FGL_J0802.1-5612
0.15,4FGL_J0802.3-0942
1.287,4FGL_J0803.0+2439
,4FGL_J0803.2-2522
2.401,4FGL_J0803.2-0337
0.344,4FGL_J0803.5-5145c
0.16,4FGL_J0803.5+2046
,4FGL_J0804.0-3629
,4FGL_J0804.5+0414
,4FGL_J0804.9-0624
,4FGL_J0805.0+6746
0.35,4FGL_J0805.1+7744
0.435,4FGL_J0805.2-0110
2.638,4FGL_J0805.3-7425
,4FGL_J0805.4+6147
0.6725,4FGL_J0805.4+7534
0.698,4FGL_J0805.8-2331
0.102552,4FGL_J0805.9+3834
0.163,4FGL_J0806.1-0458
0.141186,4FGL_J0806.5+4503
0.705472,4FGL_J0806.5+5930
0.529022,4FGL_J0806.8+5659
,4FGL_J0806.9-2151
0.0654,4FGL_J0807.0-6102
0.939,4FGL_J0807.1-0541
0.31,4FGL_J0807.2+3312
,4FGL_J0807.2-7630
,4FGL_J0807.3-1954
,4FGL_J0807.7-1206
,4FGL_J0808.2-0751
1.024,4FGL_J0808.3-5121
,4FGL_J0808.5+4950
,4FGL_J0809.3+4053
,4FGL_J0809.3+3121
0.030588,4FGL_J0809.5-4714
,4FGL_J0809.5+5341
2.611,4FGL_J0809.6+3455
2.471,4FGL_J0809.8+0507
0.65,4FGL_J0809.8+5218
0.529,4FGL_J0809.9-7028
,4FGL_J0810.0-0505
0.721,4FGL_J0810.9-4926
2.085,4FGL_J0811.0-7529
1.2763,4FGL_J0811.0-5636
,4FGL_J0811.4+0146
0.314,4FGL_J0811.9+7847
,4FGL_J0812.0+0237
,4FGL_J0812.3+1143
0.094659,4FGL_J0812.5+0711
,4FGL_J0812.6+2821
0.49,4FGL_J0812.8+6507
,4FGL_J0812.9+5555
1.424,4FGL_J0813.1-5049
,4FGL_J0813.7-0356
0.333,4FGL_J0813.9+0124
0.91,4FGL_J0814.2-1013
,4FGL_J0814.4+6926
0.3698,4FGL_J0814.4+2941
1.059,4FGL_J0814.5-2642
,4FGL_J0814.6+6430
0.235,4FGL_J0815.5+6554
0.065419,4FGL_J0815.6+3641
1.57,4FGL_J0815.9+2951
0.3445,4FGL_J0816.0-2342
0.38,4FGL_J0816.1+4909
1.839,4FGL_J0816.3+5739
,4FGL_J0816.4-1311
,4FGL_J0816.4-0007
0.409,4FGL_J0816.7-2420
,4FGL_J0816.9+2050
0.673,4FGL_J0817.1+1955
0.518,4FGL_J0817.7-5258c
0.47,4FGL_J0817.8+3243
0.376,4FGL_J0817.8-0934
0.56528,4FGL_J0818.2+4222
,4FGL_J0818.4+2816
,4FGL_J0818.7+3153
,4FGL_J0818.8+3229
0.27,4FGL_J0819.0+2746
0.776,4FGL_J0819.4-0756
1.68,4FGL_J0819.4+4035
,4FGL_J0819.5-3439
4.313,4FGL_J0820.1-2801
,4FGL_J0820.3+3639
1.191,4FGL_J0820.7-5758
,4FGL_J0820.9+2353
0.3152,4FGL_J0820.9-1258
0.001258,4FGL_J0821.0-0651
0.219915,4FGL_J0821.1+1007
0.36,4FGL_J0821.5-1436
,4FGL_J0822.1-4253e
,4FGL_J0822.4-2630
1.153,4FGL_J0822.8-4207
,4FGL_J0822.9+0538
,4FGL_J0823.1-6330
,4FGL_J0823.1+4042
,4FGL_J0823.3+2224
,4FGL_J0823.7-4838
0.052489,4FGL_J0824.1-6004
0.13,4FGL_J0824.4+2440
,4FGL_J0824.7-1035
,4FGL_J0824.7+5552
0.385,4FGL_J0824.9+3915
0.048,4FGL_J0825.6-5216c
0.702,4FGL_J0825.8+0309
,4FGL_J0825.9-3218
0.41,4FGL_J0825.9-2230
0.102341,4FGL_J0826.0-0157
0.065228,4FGL_J0826.1-5053
,4FGL_J0826.4-6404
,4FGL_J0827.0-0708
0.484,4FGL_J0827.0-4111c
,4FGL_J0827.6-0059
0.052316,4FGL_J0827.6-3735
2.171,4FGL_J0827.8+5221
1.489,4FGL_J0828.0+5659
1.297,4FGL_J0828.0+2307
,4FGL_J0828.3+4152
0.175931,4FGL_J0828.4-4444
,4FGL_J0828.6-0747
0.43,4FGL_J0828.7-2422
1.392,4FGL_J0829.0+1755
,4FGL_J0829.3+3729
,4FGL_J0829.4+0857
1.06225,4FGL_J0829.4+4019
,4FGL_J0829.6-1140
,4FGL_J0829.7+5105
1.1,4FGL_J0829.7-5856
0.316,4FGL_J0830.0+5231
0.065,4FGL_J0830.1-5454c
,4FGL_J0830.1-0946
0.307,4FGL_J0830.5-4451
0.8105,4FGL_J0830.8+2410
0.143,4FGL_J0831.4+2631
1.428,4FGL_J0831.5+1747
0.89,4FGL_J0831.8+0429
,4FGL_J0832.2-4322c
0.257,4FGL_J0832.2+2753
,4FGL_J0832.4+4912
,4FGL_J0833.0+3300
,4FGL_J0833.3-4342c
2.196,4FGL_J0833.4-0458
,4FGL_J0833.8-4400
,4FGL_J0833.9+4223
,4FGL_J0834.3-4542e
,4FGL_J0834.6+4402
0.605,4FGL_J0835.0+6243
0.223,4FGL_J0835.2-2243
,4FGL_J0835.3-4510
1.65942,4FGL_J0835.7+0936
0.117,4FGL_J0835.8+1517
0.039961,4FGL_J0835.9-2120
,4FGL_J0836.0-8015
0.12071,4FGL_J0836.0-5458
0.35,4FGL_J0836.2+2141
,4FGL_J0836.5-2026
1.005,4FGL_J0836.6-6036
,4FGL_J0836.9+5833
0.57,4FGL_J0837.3+1458
,4FGL_J0837.4+2454
0.192,4FGL_J0837.8-4048c
0.24863,4FGL_J0838.4-3952
0.405,4FGL_J0838.5+4013
,4FGL_J0838.7-3359
0.414,4FGL_J0838.7-2827
2.625,4FGL_J0838.9-2502
,4FGL_J0839.4+1803
,4FGL_J0839.7+3540
,4FGL_J0839.8+0105
1.422,4FGL_J0840.5-4122c
,4FGL_J0840.6-3130
1.32,4FGL_J0840.8+1317
1.015,4FGL_J0840.9-7044
,4FGL_J0841.0-2744
1.29,4FGL_J0841.3-3554
0.332,4FGL_J0841.3+7053
,4FGL_J0842.3-6053
0.387593,4FGL_J0842.5+0251
0.36,4FGL_J0842.7+6656
,4FGL_J0843.0-0853
1.77,4FGL_J0843.1+5034
0.097,4FGL_J0843.3+6712
0.3,4FGL_J0843.7-6933
,4FGL_J0843.9-4224c
,4FGL_J0844.1-4330
1.034,4FGL_J0844.2+5312
,4FGL_J0844.5+3035
1.1,4FGL_J0844.9-4117
0.47,4FGL_J0844.9-5458
,4FGL_J0845.4+0442
,4FGL_J0845.7-5556
0.143,4FGL_J0846.5-2609
0.621,4FGL_J0846.6-4747
0.72,4FGL_J0846.9+4608
,4FGL_J0847.0-2336
0.212,4FGL_J0847.1-5954
0.45,4FGL_J0847.2+1134
0.934,4FGL_J0847.8-4138
,4FGL_J0847.9-0702
0.496,4FGL_J0848.0-0524
,4FGL_J0848.2-4527
,4FGL_J0848.7+0508
0.628143,4FGL_J0848.7-6942
1.226,4FGL_J0848.7+7017
1.449,4FGL_J0848.8-4328
,4FGL_J0848.9+0205
0.053222,4FGL_J0849.0-2702
,4FGL_J0849.1+6607
,4FGL_J0849.2-4410c
1.399,4FGL_J0849.4-2911
1.628565,4FGL_J0849.5+0456
0.19863,4FGL_J0849.5+2710
0.95206,4FGL_J0849.6-5836
,4FGL_J0849.8-3541
0.267,4FGL_J0850.0+4855
,4FGL_J0850.0+5108
,4FGL_J0850.1-1212
1.71,4FGL_J0850.4-2558
2.55602,4FGL_J0850.5+3455
,4FGL_J0850.8-4239
0.066,4FGL_J0851.1-1806
,4FGL_J0851.5+5528
,4FGL_J0851.9-4620e
0.533,4FGL_J0851.9-5229
0.789,4FGL_J0851.9+4845
,4FGL_J0852.2-7208
0.786,4FGL_J0852.2+2834
2.55,4FGL_J0852.5-5755
0.815,4FGL_J0852.5-2515
0.49738,4FGL_J0852.5-3123
,4FGL_J0852.9-3824
,4FGL_J0853.1-3657
1.048,4FGL_J0853.1-4407
,4FGL_J0853.2-4218c
2.325736,4FGL_J0853.6-4306
,4FGL_J0853.9-5501
,4FGL_J0854.0+2753
,4FGL_J0854.3+4408
0.4,4FGL_J0854.8-4504
0.024,4FGL_J0854.8+2006
1.545,4FGL_J0854.9-4426
,4FGL_J0855.0+0720
,4FGL_J0855.0-6026
,4FGL_J0855.4-0714
,4FGL_J0855.9+7144
,4FGL_J0856.0-4724c
,4FGL_J0856.4-5309
1.814,4FGL_J0856.6-1105
0.405,4FGL_J0856.8+2056
3.647763,4FGL_J0856.8+8559
,4FGL_J0857.0-4353c
,4FGL_J0857.7+0137
0.559,4FGL_J0857.7-4256c
0.192,4FGL_J0857.9-1949
0.735,4FGL_J0858.0-3130
,4FGL_J0858.1+1405
,4FGL_J0858.4-4615c
0.751,4FGL_J0859.2-4729
0.69056,4FGL_J0859.2+0047
,4FGL_J0859.3-4342
,4FGL_J0859.4+6218
1.66,4FGL_J0859.4+8345
0.078,4FGL_J0859.8+0053
,4FGL_J0859.8-4530c
0.592,4FGL_J0900.2-4608
0.593,4FGL_J0900.2-2549
1.028,4FGL_J0900.5-4434c
0.082,4FGL_J0900.6-7408
0.61571,4FGL_J0900.7-1243
0.225,4FGL_J0901.1-4456c
,4FGL_J0901.2+6742
0.144,4FGL_J0901.4+4542
2.379,4FGL_J0901.5+6711
,4FGL_J0902.4+6440
,4FGL_J0902.4+2051
,4FGL_J0902.5-4727
,4FGL_J0902.5-4801
,4FGL_J0902.8-4633
,4FGL_J0903.1+4652
0.132,4FGL_J0903.5+2847
0.047,4FGL_J0903.5+4057
0.822666,4FGL_J0904.0+2724
,4FGL_J0904.5-3513
,4FGL_J0904.6+5200
,4FGL_J0904.6+4238
1.965,4FGL_J0904.7-4908c
,4FGL_J0904.9-5734
,4FGL_J0905.6+1358
0.24,4FGL_J0906.1-1011
0.033,4FGL_J0906.2-5337
,4FGL_J0906.2-1707
0.46,4FGL_J0906.3-0905
0.623,4FGL_J0906.7+4950
,4FGL_J0906.8-2122
1.669,4FGL_J0907.1+0856
0.374326,4FGL_J0907.6-0606
0.793134,4FGL_J0908.7-4911
0.301,4FGL_J0908.9+2311
,4FGL_J0909.1+6647
,4FGL_J0909.1+0121
,4FGL_J0909.6+0159
0.47,4FGL_J0909.7-0230
1.755,4FGL_J0909.7+3104
,4FGL_J0910.0+4257
0.4,4FGL_J0910.1-1816
,4FGL_J0910.3-4816c
0.35,4FGL_J0910.6+3329
,4FGL_J0910.6+2247
,4FGL_J0910.8+3859
0.425,4FGL_J0910.9+6055
,4FGL_J0911.0-5047
,4FGL_J0911.6-4738c
1.027,4FGL_J0911.7+3349
,4FGL_J0912.0-1539
0.42,4FGL_J0912.1-6449
,4FGL_J0912.2+4127
,4FGL_J0912.2-2751
,4FGL_J0912.2+2800
0.358,4FGL_J0912.5+1556
0.777,4FGL_J0912.9-2102
,4FGL_J0913.3+8133
,4FGL_J0914.1-0202
0.073,4FGL_J0914.4+0249
0.137,4FGL_J0914.5+6845
,4FGL_J0914.8+5846
0.45253,4FGL_J0915.4-3027
2.058,4FGL_J0915.9+2933
0.732,4FGL_J0916.7+3856
,4FGL_J0916.7+5238
0.548,4FGL_J0916.9+7756
1.049,4FGL_J0917.1-2131
0.014428,4FGL_J0917.3-0342
0.68,4FGL_J0917.9-4755
0.18,4FGL_J0918.5+3516
0.2974,4FGL_J0918.9-0625
,4FGL_J0918.9-4904c
0.717,4FGL_J0919.3+6607
0.583,4FGL_J0919.3-2202
0.055,4FGL_J0919.5-6203
0.293,4FGL_J0920.2-3835
,4FGL_J0920.3-0443
,4FGL_J0920.9+4441
1.335,4FGL_J0920.9-2256
0.204,4FGL_J0921.2-8211
0.902,4FGL_J0921.6+6216
0.416801,4FGL_J0921.7-6317
,4FGL_J0921.7+2336
,4FGL_J0922.3+0644
0.976,4FGL_J0922.4-0528
,4FGL_J0922.6+4454
,4FGL_J0922.6+0434
,4FGL_J0922.6-2116
2.387,4FGL_J0922.7-3959
,4FGL_J0923.5+3852
,4FGL_J0923.5+4125
1.545,4FGL_J0924.0+2816
0.9519,4FGL_J0924.0+0534
1.381,4FGL_J0924.1-5202c
,4FGL_J0925.7+5959
0.22,4FGL_J0925.7+3126
,4FGL_J0926.1-5336
,4FGL_J0926.4+5412
0.4,4FGL_J0927.2+2454
0.084,4FGL_J0928.1-2035
1.057,4FGL_J0928.2-3048
,4FGL_J0928.3+7444
,4FGL_J0928.3-2713
,4FGL_J0928.4-5256
,4FGL_J0928.4-0415
0.267,4FGL_J0928.5+3916
,4FGL_J0928.5+4048
0.46,4FGL_J0928.7-3529
,4FGL_J0929.3+5014
1.484,4FGL_J0929.3-4110
2.763,4FGL_J0929.3-2414
,4FGL_J0929.6+4621
0.77,4FGL_J0930.3+8612
,4FGL_J0930.5+4951
0.322,4FGL_J0930.5+5132
,4FGL_J0930.7+3502
,4FGL_J0930.9-3030
1.118,4FGL_J0930.9-1015
,4FGL_J0930.9+0033
1.255,4FGL_J0931.2-8533
0.016281,4FGL_J0931.2-1906
0.47,4FGL_J0931.4-3559
0.547,4FGL_J0931.9+6737
,4FGL_J0932.6+5306
0.407,4FGL_J0932.7+1041
,4FGL_J0933.5-5240
,4FGL_J0933.8-6232
,4FGL_J0934.3+3926
,4FGL_J0934.5-1720
0.68,4FGL_J0934.5+7223
0.663,4FGL_J0935.3-1736
1.1991,4FGL_J0935.3+0901
,4FGL_J0935.4-6911
0.05,4FGL_J0935.5+1152
,4FGL_J0936.3-2111
,4FGL_J0936.5+1847
1.016,4FGL_J0937.0-2044
,4FGL_J0937.1+5008
1.606,4FGL_J0937.6-3358
,4FGL_J0937.9-1434
,4FGL_J0938.8+5155
,4FGL_J0938.9-6403
,4FGL_J0939.3-1732
,4FGL_J0940.0-2828
,4FGL_J0940.3-7610
,4FGL_J0940.4+6148
,4FGL_J0940.7-6105
,4FGL_J0940.9-1335
0.117,4FGL_J0941.1-5429
,4FGL_J0941.7+4125
,4FGL_J0941.9+2724
1.351,4FGL_J0942.1-5215
,4FGL_J0942.3+2842
0.354,4FGL_J0942.3-3530
,4FGL_J0942.3-0800
,4FGL_J0942.5+7620
1.692,4FGL_J0942.7-2028
,4FGL_J0943.6+4207
,4FGL_J0943.7+6137
,4FGL_J0944.2+5557
0.663,4FGL_J0944.3-0911
0.487,4FGL_J0944.6+5729
,4FGL_J0944.7-5124
,4FGL_J0945.2-3658
,4FGL_J0945.2+5200
,4FGL_J0945.5+4635
,4FGL_J0945.7+5759
,4FGL_J0946.0+4735
,4FGL_J0946.2+0104
1.531,4FGL_J0946.6+1016
,4FGL_J0946.7+0548
0.695,4FGL_J0947.0-3548
,4FGL_J0947.1-2541
,4FGL_J0947.6+2215
,4FGL_J0947.8-4234
,4FGL_J0947.9+1121
,4FGL_J0948.0-3859
,4FGL_J0948.6-0338
0.594,4FGL_J0948.9+0022
,4FGL_J0949.0+4038
,4FGL_J0949.2+1749
,4FGL_J0949.7+5819
,4FGL_J0949.8+7551
0.121,4FGL_J0950.2-1623
0.3,4FGL_J0950.2+0615
0.5,4FGL_J0950.2+4553
,4FGL_J0951.4+2019
,4FGL_J0951.5-3433
,4FGL_J0951.8-3711
,4FGL_J0951.8-5944
0.472,4FGL_J0952.1+3932
,4FGL_J0952.1-0607
0.1108,4FGL_J0952.2+7503
,4FGL_J0952.3-4342
,4FGL_J0952.5-3902
,4FGL_J0952.6-5048
,4FGL_J0952.8+0712
,4FGL_J0953.0-0840
0.798,4FGL_J0953.1-3005
0.364,4FGL_J0953.4-7659
0.981,4FGL_J0953.6-1509
,4FGL_J0953.8-3200
,4FGL_J0954.2+4913
0.657,4FGL_J0954.2-2520
,4FGL_J0955.1+3551
,4FGL_J0955.2+0835
,4FGL_J0955.3-3949
,4FGL_J0955.4-6151
1.25,4FGL_J0955.7+6940
0.212,4FGL_J0955.8-4106
,4FGL_J0956.0+3936
,4FGL_J0956.5-0958
,4FGL_J0956.7+2516
,4FGL_J0957.3-3851
,4FGL_J0957.3-1348
,4FGL_J0957.6+5523
0.255,4FGL_J0957.6-3051
,4FGL_J0957.7-3510
0.078,4FGL_J0957.8+3423
,4FGL_J0958.0+4728
,4FGL_J0958.0-0319
,4FGL_J0958.0+3222
,4FGL_J0958.1-6753
1.119,4FGL_J0958.3-2656
,4FGL_J0958.4+5042
,4FGL_J0958.4-2441
,4FGL_J0958.6-0522
1.756,4FGL_J0958.7+6534
,4FGL_J0958.8+7039
,4FGL_J0959.1-6441
,4FGL_J0959.1+5719
,4FGL_J0959.2-7535
0.137,4FGL_J0959.4+2120
,4FGL_J0959.6+4606
,4FGL_J1000.0-5312e
,4FGL_J1000.7-4248
,4FGL_J1001.1+2911
,4FGL_J1001.3-2040
,4FGL_J1001.8+7628
,4FGL_J1002.3-2810
0.874,4FGL_J1002.3-1200
,4FGL_J1002.5+2215
,4FGL_J1002.7+1218
0.353,4FGL_J1002.8+2140
,4FGL_J1002.9-2937
,4FGL_J1003.2-5737c
,4FGL_J1003.4+0205
,4FGL_J1003.6-2137
,4FGL_J1003.6+2605
,4FGL_J1003.7+7049
0.652,4FGL_J1005.5-5708c
,4FGL_J1006.5+6440
,4FGL_J1006.5-5626c
,4FGL_J1006.7-2159
1.687,4FGL_J1006.9-2806
0.265,4FGL_J1007.0+3455
,4FGL_J1007.6+4253
0.965,4FGL_J1007.6-3332
,4FGL_J1007.8-4514
1.657,4FGL_J1008.0+0620
,4FGL_J1008.0+0028
,4FGL_J1008.1+4706
1.1,4FGL_J1008.1-5706c
,4FGL_J1008.2-1000
0.0505,4FGL_J1008.7-2909
,4FGL_J1008.8-3139
0.41,4FGL_J1009.5-0034
,4FGL_J1010.0+1416
,4FGL_J1010.2+8251
,4FGL_J1010.2-3119
,4FGL_J1010.8-0158
1.083,4FGL_J1011.1-4420
,4FGL_J1011.3-0427
0.683,4FGL_J1011.4-5729c
,4FGL_J1011.6+3600
,4FGL_J1012.1-4235
1.214,4FGL_J1012.3-1232
,4FGL_J1012.3+0629
,4FGL_J1012.7+4228
1.242,4FGL_J1012.7+2439
0.63,4FGL_J1013.3-2551
,4FGL_J1013.4-4006
0.119,4FGL_J1013.7+3444
2.174,4FGL_J1014.3+4112
,4FGL_J1014.6+6126
0.047,4FGL_J1014.7+3210
0.652,4FGL_J1014.8+2257
0.222,4FGL_J1014.8-0537
0.652,4FGL_J1014.9-4508
0.254,4FGL_J1015.0+4926
,4FGL_J1015.1-6353
,4FGL_J1015.5-6030
,4FGL_J1015.6+5553
,4FGL_J1016.0+0512
0.868,4FGL_J1016.1-4247
0.342,4FGL_J1016.2-5729c
1.574,4FGL_J1016.3-5857
0.83,4FGL_J1016.4+7703
,4FGL_J1016.5-2650
1.325,4FGL_J1017.2-1549
,4FGL_J1017.3+5204
0.24,4FGL_J1017.4+2538
0.071,4FGL_J1017.4+5956
0.762,4FGL_J1017.8+0715
,4FGL_J1018.1-4051
1.178,4FGL_J1018.1+1905
,4FGL_J1018.1-2705
,4FGL_J1018.2+0145
0.23,4FGL_J1018.3-3124
0.341,4FGL_J1018.3-0703
,4FGL_J1018.4+3540
,4FGL_J1018.4+0528
,4FGL_J1018.4+2210
2.845,4FGL_J1018.6+3126
,4FGL_J1018.8+5913
0.367,4FGL_J1018.9+1043
,4FGL_J1018.9-5856
0.598,4FGL_J1019.3+5625
,4FGL_J1019.7+6321
,4FGL_J1019.7+0511
,4FGL_J1019.8-5749
0.594,4FGL_J1020.4-5314
0.698,4FGL_J1020.7-3920
,4FGL_J1021.1+1626
,4FGL_J1021.4+8021
1.465,4FGL_J1021.8-6348
,4FGL_J1021.8-6308
,4FGL_J1021.9+5123
2.21,4FGL_J1022.1-1818
,4FGL_J1022.4-4231
1.388,4FGL_J1022.7-0112
0.884,4FGL_J1023.0-5745
,4FGL_J1023.1+3949
,4FGL_J1023.2+2859
0.667,4FGL_J1023.3-5747e
0.543,4FGL_J1023.7+0038
,4FGL_J1023.8+3002
,4FGL_J1023.8-4335
,4FGL_J1023.9-3236
,4FGL_J1024.5-0719
,4FGL_J1024.5-5329
1.215,4FGL_J1024.5-4543
,4FGL_J1024.8+2332
0.607,4FGL_J1026.2-5731
,4FGL_J1026.9+0608
,4FGL_J1026.9-1749
0.601,4FGL_J1027.0-8542
,4FGL_J1027.2+7427
0.23,4FGL_J1027.4-6324
,4FGL_J1027.6+6317
,4FGL_J1027.6+1828
,4FGL_J1027.6+8251
,4FGL_J1027.9+0252
0.161769,4FGL_J1028.1-3550
1.574,4FGL_J1028.3+3108
,4FGL_J1028.4-1539
,4FGL_J1028.4-0234
0.098555,4FGL_J1028.5-5819
0.104,4FGL_J1028.7-6431c
,4FGL_J1029.3-6657
,4FGL_J1029.4-0828
,4FGL_J1029.9+7335
,4FGL_J1030.2-8403
