redshift,name
0.822,4FGL_J0332.8+1557
,4FGL_J0333.0-3044
,4FGL_J0333.1+8227
,4FGL_J0333.3+0233
,4FGL_J0333.4-2705
,4FGL_J0333.7+7851
,4FGL_J0333.7+2916
,4FGL_J0333.8+4007
,4FGL_J0333.9+6537
,4FGL_J0334.2-3725
0.01933,4FGL_J0334.2-4008
,4FGL_J0334.3+3920
,4FGL_J0334.3+4820
0.125,4FGL_J0335.1-4459
0.129,4FGL_J0335.6-0727
1.292,4FGL_J0335.8+2733
0.095,4FGL_J0336.0+7502
,4FGL_J0336.4+3224
0.502,4FGL_J0336.5-0348
,4FGL_J0336.7-2445
0.54,4FGL_J0336.7-1305
,4FGL_J0336.8-3612
,4FGL_J0337.5+2423c
,4FGL_J0337.8-1157
,4FGL_J0337.9+4058
0.94,4FGL_J0338.1-2443
,4FGL_J0338.5+1302
,4FGL_J0338.7-5319
0.779,4FGL_J0338.7-5706
3.7e-05,4FGL_J0338.9-2848
,4FGL_J0339.2-1736
0.127,4FGL_J0339.5-0146
0.365,4FGL_J0340.3+4130
,4FGL_J0340.4+5302
0.966,4FGL_J0340.4-2422
,4FGL_J0340.5-2118
1.038,4FGL_J0340.5-0256
,4FGL_J0341.9+3153c
1.686,4FGL_J0342.2+3858
0.57,4FGL_J0342.4+3125c
,4FGL_J0342.8-3007
0.846,4FGL_J0343.2-2529
,4FGL_J0343.2+1400
,4FGL_J0343.2-6444
0.426,4FGL_J0343.3-6303
,4FGL_J0343.4+3621
0.112,4FGL_J0344.2+3203c
0.106,4FGL_J0344.4+3432
0.248,4FGL_J0345.2-2353
,4FGL_J0345.5-3301
,4FGL_J0346.1+0342
0.065,4FGL_J0346.2+3235c
,4FGL_J0347.0+4844
,4FGL_J0347.0-6400
,4FGL_J0347.5+0722
0.67,4FGL_J0347.6-0133
3.01,4FGL_J0347.7-3616
0.72,4FGL_J0348.2+6035
,4FGL_J0348.6-1609
,4FGL_J0348.6-2749
0.424,4FGL_J0348.8-0828
0.189,4FGL_J0348.8+4610
,4FGL_J0348.9-4859
,4FGL_J0349.4-1159
,4FGL_J0349.6+4026
0.179,4FGL_J0349.6+2410
,4FGL_J0349.8-2103
,4FGL_J0350.0+0640
0.765,4FGL_J0350.4-5144
2.312,4FGL_J0350.6-3226
0.72,4FGL_J0350.8-2814
,4FGL_J0352.0-2516
2.319,4FGL_J0352.0-3702
,4FGL_J0352.9-3623
,4FGL_J0353.0+5654
0.315,4FGL_J0353.0-6831
,4FGL_J0353.7+8257
0.994,4FGL_J0354.4+4643
,4FGL_J0354.7-1617
2.987498,4FGL_J0354.7+8009
1.69,4FGL_J0355.1-1841
,4FGL_J0355.3+3909
,4FGL_J0356.1-1329
,4FGL_J0356.9+3013c
,4FGL_J0357.0-4955
,4FGL_J0357.2+2320
,4FGL_J0357.2-0319
0.409854,4FGL_J0357.6-4625
0.175,4FGL_J0357.7-6808
0.559233,4FGL_J0357.8+3204
0.214,4FGL_J0358.0-6946
,4FGL_J0358.1+2850
0.607,4FGL_J0358.1-5954
1.161,4FGL_J0358.5-5432
0.889,4FGL_J0358.6+0634
,4FGL_J0358.7+7649
,4FGL_J0358.7-7403
,4FGL_J0358.9+6004
0.333965,4FGL_J0359.0-3053
1.935716,4FGL_J0359.3+3626
0.2,4FGL_J0359.4-0236
,4FGL_J0359.4+5414
0.37671,4FGL_J0359.4-2616
,4FGL_J0359.6+5057
0.266,4FGL_J0359.6+3213
0.568712,4FGL_J0359.7+4445
0.042836,4FGL_J0400.7+3920
0.099,4FGL_J0401.0-5353
0.3864,4FGL_J0401.2+8153
,4FGL_J0401.3+0412
1.072,4FGL_J0401.7+2112
0.2,4FGL_J0401.9-2034
,4FGL_J0402.0-2616
0.84159,4FGL_J0402.0+2737
,4FGL_J0402.1-3147
0.365,4FGL_J0402.5+5402
,4FGL_J0402.8-2747
0.43,4FGL_J0402.9+6433
,4FGL_J0403.3+1249
,4FGL_J0403.3+2601
1.388,4FGL_J0403.5-2437
3.033,4FGL_J0403.9-3605
0.121,4FGL_J0404.1-1715
,4FGL_J0404.3-1559
2.102,4FGL_J0405.4-6929
0.3,4FGL_J0405.6-1308
,4FGL_J0405.9+3041c
,4FGL_J0406.0-5407
,4FGL_J0406.2+0639
,4FGL_J0407.0-3826
1.837,4FGL_J0407.5+0741
1.435161,4FGL_J0407.7-5702
1.418,4FGL_J0408.8+0508
2.133,4FGL_J0409.2+2542
0.082509,4FGL_J0409.4-3822
0.138,4FGL_J0409.4+3201
,4FGL_J0409.7+4006c
1.148,4FGL_J0409.8-0359
,4FGL_J0410.9+4216
,4FGL_J0411.7+3041
,4FGL_J0412.3+0239
1.285,4FGL_J0412.5+6519c
0.490576,4FGL_J0412.6-5434
,4FGL_J0412.6+2253c
0.383,4FGL_J0412.7-3927
,4FGL_J0413.1-5332
,4FGL_J0413.1-0304
,4FGL_J0413.4-8609
1.08353,4FGL_J0414.3+4522
0.239,4FGL_J0414.6-0842
1.028,4FGL_J0414.6+5711
0.336,4FGL_J0414.7-4300
0.475,4FGL_J0414.8-5338
0.054,4FGL_J0415.2-5741
0.045978,4FGL_J0416.0-4743
,4FGL_J0416.0-6628
0.058,4FGL_J0416.2-4353
0.138,4FGL_J0416.4-2059
,4FGL_J0416.5-1852
,4FGL_J0416.9+0105
0.53,4FGL_J0418.0+6302
0.226,4FGL_J0418.1-0252
,4FGL_J0418.2+3807
0.649787,4FGL_J0418.4+3414
0.392929,4FGL_J0418.4-4342
0.45,4FGL_J0418.9+6636
0.393,4FGL_J0420.0+0805
0.402,4FGL_J0420.2+4012
,4FGL_J0420.3-6016
0.9556,4FGL_J0420.3-3745
0.29,4FGL_J0420.3-0407
0.864948,4FGL_J0420.6-4802
0.951,4FGL_J0421.0-0752
1.242,4FGL_J0422.1-0644
1.417,4FGL_J0422.3+1951
1.216,4FGL_J0422.8+0225
0.506,4FGL_J0423.0-0943
,4FGL_J0423.1+2106
0.247,4FGL_J0423.1-1408
0.337622,4FGL_J0423.3-0120
,4FGL_J0423.7+0831
0.001324,4FGL_J0423.9+4150
,4FGL_J0424.7+0036
0.089442,4FGL_J0424.8+3117
0.866,4FGL_J0424.9-5331
,4FGL_J0425.1-2920
,4FGL_J0425.3+6319
,4FGL_J0425.6+5522e
0.205,4FGL_J0426.5+5434
0.939,4FGL_J0426.5+2007
,4FGL_J0426.7+6826
,4FGL_J0427.3-3900
0.174,4FGL_J0427.3+0504
,4FGL_J0427.4+6433c
0.548,4FGL_J0427.8-6704
3.45,4FGL_J0427.9+3632c
0.249073,4FGL_J0428.6-3756
,4FGL_J0428.7-5003
1.064,4FGL_J0429.0-0006
0.35,4FGL_J0429.3-3238
,4FGL_J0429.3-4326
2.752,4FGL_J0429.8+2843
0.611,4FGL_J0429.9-3101
0.278,4FGL_J0430.2-0356
,4FGL_J0430.3-2507
0.415,4FGL_J0430.3+1654
1.123,4FGL_J0431.0+3529c
0.681,4FGL_J0431.1+4433
2.218,4FGL_J0431.8+7403
,4FGL_J0432.0+1732
0.425,4FGL_J0433.0+0522
,4FGL_J0433.0+1327
0.435,4FGL_J0433.1+3227
,4FGL_J0433.5-1039
1.2165,4FGL_J0433.6-6030
0.059,4FGL_J0433.6+2905
0.198199,4FGL_J0433.7-5725
,4FGL_J0434.1-2014
1.242,4FGL_J0434.3-2517
,4FGL_J0434.4-2342
,4FGL_J0434.7+0922
,4FGL_J0435.4-2623
1.06959,4FGL_J0435.5+3232
,4FGL_J0436.2-0038
0.583,4FGL_J0436.7-7148
0.566,4FGL_J0436.8-5223
0.145,4FGL_J0436.9+2915
,4FGL_J0437.2-4715
1.282,4FGL_J0437.2-5846
0.494,4FGL_J0437.4-6155
0.382159,4FGL_J0438.0-7329
0.306,4FGL_J0438.2-4243
,4FGL_J0438.4-1254
0.541,4FGL_J0438.7-3441
,4FGL_J0438.9-4521
0.18,4FGL_J0439.2+2151
,4FGL_J0439.4-3202
0.659,4FGL_J0439.6-8322
1.048,4FGL_J0439.8-1859
,4FGL_J0439.9-0535
,4FGL_J0440.2-2458
,4FGL_J0440.2+4246
,4FGL_J0440.3-4332
0.289,4FGL_J0440.4+1440
,4FGL_J0440.8+2749
0.405,4FGL_J0441.2-2953
2.055,4FGL_J0441.3-2617
1.462,4FGL_J0441.5+1505
1.723738,4FGL_J0441.8+2600c
1.342,4FGL_J0442.0-5432
,4FGL_J0442.6-0017
,4FGL_J0442.7+6142
,4FGL_J0442.8+3609
1.1844,4FGL_J0443.3-5949
1.024,4FGL_J0443.3-6652
,4FGL_J0443.4-4152
0.957,4FGL_J0443.9+2921
0.272118,4FGL_J0444.4+1621
0.67,4FGL_J0444.5+0719
0.354,4FGL_J0444.6+3425
2.661,4FGL_J0444.8-3514
0.198696,4FGL_J0445.1-6012
0.456101,4FGL_J0445.7+1535
2.563,4FGL_J0446.3-1729
,4FGL_J0447.2+2446
,4FGL_J0447.2-2539
0.212,4FGL_J0447.4-2747
0.198017,4FGL_J0448.3+2743
0.639,4FGL_J0448.6-1632
,4FGL_J0448.7-2116
0.427,4FGL_J0449.1+1121
,4FGL_J0449.2+6329
,4FGL_J0449.3-2621
0.19,4FGL_J0449.4-4350
1.267541,4FGL_J0449.6-8100
0.19,4FGL_J0449.6+3027
0.847,4FGL_J0450.3-4419
0.308,4FGL_J0450.4+7230
2.186448,4FGL_J0450.7+0715
0.45,4FGL_J0450.7-4938
1.446,4FGL_J0451.8-4651
1.0619,4FGL_J0451.8+5721
0.974,4FGL_J0452.0+2100
0.467,4FGL_J0452.9+5117
1.325,4FGL_J0453.1-2806
,4FGL_J0453.1+6322
1.732,4FGL_J0453.3+2843
0.744142,4FGL_J0453.9+3727
0.57,4FGL_J0454.4+5943
0.7,4FGL_J0455.7-4617
0.26,4FGL_J0455.9+6757
0.85,4FGL_J0456.2+2702
0.397366,4FGL_J0456.3-1634
0.348,4FGL_J0456.4-4043
,4FGL_J0456.6-3136
,4FGL_J0457.0+0646
,4FGL_J0457.0-2324
,4FGL_J0458.0+1152
,4FGL_J0458.2+6244
,4FGL_J0458.4+5140c
,4FGL_J0458.6+5509
,4FGL_J0459.2-2612
0.186742,4FGL_J0459.4+1921
0.189,4FGL_J0459.7-4529
,4FGL_J0459.7-5413
,4FGL_J0500.1+5447
1.771,4FGL_J0500.2+5237
,4FGL_J0500.3+4639e
0.022822,4FGL_J0500.6-4911
0.59719,4FGL_J0500.9-5213
0.361,4FGL_J0500.9-6945e
0.044399,4FGL_J0501.0+2424
0.2499,4FGL_J0501.0-2423
,4FGL_J0501.2-0158
,4FGL_J0501.7+3048
0.831127,4FGL_J0501.7+4459
0.276,4FGL_J0502.2+3016
0.287,4FGL_J0502.4+0609
,4FGL_J0502.5+1340
,4FGL_J0502.5+3438
0.211,4FGL_J0502.9+6533
0.551,4FGL_J0503.1-6045
0.819,4FGL_J0503.5-1116
,4FGL_J0503.6+4518
0.366,4FGL_J0503.8-7508
,4FGL_J0504.3-0955
,4FGL_J0505.3+0459
0.791734,4FGL_J0505.6+0415
,4FGL_J0505.6-1558
0.563,4FGL_J0505.6+6405
0.639,4FGL_J0505.8-1923
0.229004,4FGL_J0505.8+3322
0.568867,4FGL_J0505.8-0419
0.577,4FGL_J0505.8-3817
1.007,4FGL_J0506.0+6113
,4FGL_J0506.0-0357c
0.415,4FGL_J0506.1+5028
,4FGL_J0506.3-0620c
0.585,4FGL_J0506.6-4629
1.249964,4FGL_J0506.6+4545
0.694321,4FGL_J0506.7-0857
1.431,4FGL_J0506.9+0323
0.435,4FGL_J0506.9-5435
0.399,4FGL_J0507.4-3346
0.7,4FGL_J0507.7-6104
0.181,4FGL_J0507.9+4647
0.435,4FGL_J0507.9+6737
,4FGL_J0508.2-1937
,4FGL_J0508.2+5211
0.380045,4FGL_J0509.1+1943
,4FGL_J0509.2+5550
0.834,4FGL_J0509.3-2917
1.173,4FGL_J0509.4+1012
0.161,4FGL_J0509.4+0542
0.708,4FGL_J0509.6+8425
1.323,4FGL_J0509.6-0402
0.896,4FGL_J0509.9-6417
1.810252,4FGL_J0510.0+1800
1.882,4FGL_J0510.4-1809
0.6,4FGL_J0511.4-6804
0.5306,4FGL_J0512.3+3329
,4FGL_J0512.5-2201
1.154,4FGL_J0512.8+5821
,4FGL_J0512.8+4041
0.367,4FGL_J0513.9-4005
,4FGL_J0513.9-3746
0.365,4FGL_J0514.5+6247
,4FGL_J0514.6-4408
0.558,4FGL_J0515.4-3841
0.55,4FGL_J0515.5-0125
1.452,4FGL_J0515.6-4556
2.075,4FGL_J0515.8+1527
,4FGL_J0515.9+0537
0.335,4FGL_J0516.1-7240
0.56,4FGL_J0516.4+7350
0.33,4FGL_J0516.7+2743
0.612,4FGL_J0516.7-6207
1.837,4FGL_J0516.8-0509
0.65,4FGL_J0517.5+0858
0.0979,4FGL_J0517.7-1758
,4FGL_J0517.9-6930c
,4FGL_J0517.9+5030
0.142639,4FGL_J0519.0+0851
0.896,4FGL_J0519.6+2744
1.588,4FGL_J0519.6-4544
,4FGL_J0519.7+1939
0.727,4FGL_J0519.9-6845e
0.365,4FGL_J0520.4+3607
1.805,4FGL_J0520.6+6531
,4FGL_J0521.2+1637
1.411623,4FGL_J0521.3-1734
,4FGL_J0521.6+0103
0.315,4FGL_J0521.7+2112
0.566,4FGL_J0521.8+5658c
,4FGL_J0521.8+0843
0.212,4FGL_J0521.8-3848
0.678,4FGL_J0522.9-3628
1.71272,4FGL_J0523.3-2527
,4FGL_J0524.1-5659
0.379,4FGL_J0524.1+6017
,4FGL_J0524.4-2413
,4FGL_J0524.5+2839
0.794,4FGL_J0524.5-2614
1.226,4FGL_J0524.6-2819
1.945255,4FGL_J0524.7+4824
,4FGL_J0524.7-8304
0.659974,4FGL_J0524.8-6938
,4FGL_J0525.4-4600
,4FGL_J0525.6-2008
,4FGL_J0525.6-6013
0.556,4FGL_J0525.8-0052
,4FGL_J0526.1+6318
,4FGL_J0526.2-4830
0.36,4FGL_J0526.3+2246
1.254,4FGL_J0526.4+1114
0.667572,4FGL_J0526.7-1519
0.433,4FGL_J0526.7+4254
0.32,4FGL_J0527.1+1152
1.568,4FGL_J0527.3-6223
0.164653,4FGL_J0527.4+6647
0.449,4FGL_J0528.0-4647
0.266888,4FGL_J0528.3+1817
,4FGL_J0528.5+3852
0.879,4FGL_J0528.7-5920
0.582,4FGL_J0529.1-2449c
0.435,4FGL_J0529.1-0101
,4FGL_J0529.1+0935
0.715,4FGL_J0529.3-7243
0.2403,4FGL_J0529.4-0521
0.476,4FGL_J0529.9-0224
,4FGL_J0530.0-6900e
,4FGL_J0530.9+1332
,4FGL_J0531.3+1609
0.123,4FGL_J0531.5-7823
0.360403,4FGL_J0531.7+1241c
1.231173,4FGL_J0531.8-6639e
0.528,4FGL_J0532.0-4827
,4FGL_J0532.6+3358
1.117,4FGL_J0532.6+0732
0.211,4FGL_J0532.7+5749
0.447,4FGL_J0532.8-3941
1.401,4FGL_J0532.9-8325
,4FGL_J0532.9+6936
,4FGL_J0533.0-8446
,4FGL_J0533.1-6119
,4FGL_J0533.2+3024c
,4FGL_J0533.3-5549
0.595133,4FGL_J0533.3+4823
,4FGL_J0533.5+1449
0.312,4FGL_J0533.6+5945
1.066,4FGL_J0533.8+6800
0.83037,4FGL_J0533.8-3749
,4FGL_J0534.0+3746c
,4FGL_J0534.2+2751
0.525,4FGL_J0534.5+2201i
,4FGL_J0534.5+2201s
,4FGL_J0534.5+2200
0.556,4FGL_J0535.0+3615c
,4FGL_J0535.1-5422
0.2084,4FGL_J0535.2-6736
,4FGL_J0535.3+0934
,4FGL_J0535.6-0405
0.73,4FGL_J0535.7-6604c
0.56,4FGL_J0536.0-2754
,4FGL_J0536.1-1205
1.254,4FGL_J0536.2+1733
2.128,4FGL_J0536.4-3401
,4FGL_J0536.4-3343
0.249,4FGL_J0536.5-2548
0.254,4FGL_J0537.5+0959
,4FGL_J0537.6+0400
0.640855,4FGL_J0537.7-5717
,4FGL_J0537.8-6909
1.15,4FGL_J0538.2-3910
0.327,4FGL_J0538.6+0443
0.403,4FGL_J0538.8-4405
1.63,4FGL_J0538.9+3549c
1.21725,4FGL_J0539.0+1644
1.429,4FGL_J0539.2-6333
0.498,4FGL_J0539.6+1432
1.3,4FGL_J0539.7-1030
0.265,4FGL_J0539.7-0521c
0.223363,4FGL_J0539.9-2839
,4FGL_J0540.0-7552
0.14,4FGL_J0540.0+1209
2.6342,4FGL_J0540.2+0655
2.055,4FGL_J0540.3-6920
,4FGL_J0540.3+2756e
2.492,4FGL_J0540.5+5823
2.085,4FGL_J0540.6+5540
1.125,4FGL_J0540.7+3611c
0.090906,4FGL_J0540.8-5415
0.89,4FGL_J0540.9+5046
0.706,4FGL_J0541.1-4854
0.4793,4FGL_J0541.1-2059
0.569,4FGL_J0541.4-7334
0.143,4FGL_J0541.4-0754c
,4FGL_J0541.6-0541
0.4,4FGL_J0542.4+3547c
0.225,4FGL_J0542.8-3458
,4FGL_J0542.9-0913
0.58,4FGL_J0543.2+8238
,4FGL_J0543.5-8741
0.690038,4FGL_J0543.9-0418
,4FGL_J0543.9-5531
0.384,4FGL_J0544.4+2238
0.913941,4FGL_J0544.7+7124
0.186,4FGL_J0544.8+5209c
0.712,4FGL_J0545.0+0613c
0.630348,4FGL_J0545.7+6016
0.03,4FGL_J0545.8-0905
,4FGL_J0546.5-1100
0.099,4FGL_J0546.9-2206
,4FGL_J0548.5-5218
0.843521,4FGL_J0548.6+1200
,4FGL_J0549.0+3258c
1.08,4FGL_J0550.3-5733
1.598,4FGL_J0550.5-3216
,4FGL_J0550.5-4356
0.74,4FGL_J0550.9+2552c
0.6,4FGL_J0551.0-1622
,4FGL_J0551.7+0446
0.482297,4FGL_J0551.8-2130
0.397422,4FGL_J0551.8-3517
,4FGL_J0552.0+2656c
,4FGL_J0552.4+3755
,4FGL_J0552.8+0313
,4FGL_J0553.5-2034
,4FGL_J0553.5+4810
0.421,4FGL_J0553.6+0100
1.9495,4FGL_J0553.9-5048
,4FGL_J0554.0-0839
,4FGL_J0554.1+3107
2.078,4FGL_J0554.2-0259
1.04,4FGL_J0554.3-1009c
,4FGL_J0554.4-2757
0.0469,4FGL_J0554.5-4419
0.1392,4FGL_J0554.8-0011
0.360029,4FGL_J0555.1+0150c
,4FGL_J0555.1+0304
,4FGL_J0555.6+3947
0.713,4FGL_J0556.2-4352
,4FGL_J0557.2+7705
1.739,4FGL_J0557.3-0615
2.125651,4FGL_J0557.5-4452
0.412,4FGL_J0557.6-0721
0.287,4FGL_J0558.0-3837
0.124,4FGL_J0558.1-2113
0.0993,4FGL_J0558.1-2859
1.297,4FGL_J0558.2+0132c
,4FGL_J0558.7-4957
0.145784,4FGL_J0558.8-7459
,4FGL_J0559.3+0352
,4FGL_J0559.5+7026
1.549,4FGL_J0559.6+3044
,4FGL_J0559.7-1817
0.795,4FGL_J0559.9+6409
,4FGL_J0600.3+1244
,4FGL_J0600.4+4949
,4FGL_J0600.6-3939
,4FGL_J0601.0-1016c
0.284,4FGL_J0601.0+3838
0.2786,4FGL_J0601.1-7035
0.13297,4FGL_J0601.3-7238
,4FGL_J0601.3+5444
1.048,4FGL_J0601.4-6057
2.89,4FGL_J0601.4+2320
,4FGL_J0601.8-2003
0.884,4FGL_J0602.0+5315
1.795,4FGL_J0602.7-0007
,4FGL_J0602.8-4019
0.445,4FGL_J0602.8+6041
,4FGL_J0603.0-2936
,4FGL_J0603.9+2159
0.435,4FGL_J0604.1-4816
1.184,4FGL_J0604.5-4851
0.1563,4FGL_J0604.8+1653c
,4FGL_J0604.8+4411
0.150728,4FGL_J0604.9-0000
0.1717,4FGL_J0605.1+3757
1.733,4FGL_J0606.5-4730
,4FGL_J0606.9+4402
0.359646,4FGL_J0607.2-2518
0.266,4FGL_J0607.4+4739
,4FGL_J0607.9-1904
1.223,4FGL_J0608.0+6721
0.571,4FGL_J0608.0-0835
,4FGL_J0608.1-6028
0.273184,4FGL_J0608.1-1521
1.33695,4FGL_J0608.6-2305
,4FGL_J0608.6+1149
0.136,4FGL_J0608.8+2034c
0.045,4FGL_J0608.9-5456
0.156,4FGL_J0609.0+2136c
,4FGL_J0609.0+2006
0.6,4FGL_J0609.0-2219
0.573711,4FGL_J0609.2-0247
1.304,4FGL_J0609.5+1402
2.36,4FGL_J0610.1-1848
0.244,4FGL_J0610.2-2100
,4FGL_J0610.6+5318
,4FGL_J0610.7+1656
0.299,4FGL_J0610.8-4911
0.475,4FGL_J0610.9-6054
0.021718,4FGL_J0610.9+2040c
0.299836,4FGL_J0611.1+4325
1.342,4FGL_J0611.4-4722
,4FGL_J0611.5-2918
0.45,4FGL_J0611.6-2712
1.089,4FGL_J0611.6+2803
1.048,4FGL_J0612.5-3138
,4FGL_J0612.5-3934
1.342,4FGL_J0612.6+1520c
0.867225,4FGL_J0612.8+4122
0.405,4FGL_J0612.9+1150
0.011,4FGL_J0613.1+1749c
0.402,4FGL_J0613.6+7108
,4FGL_J0613.7-0201
0.2,4FGL_J0614.1-3329
0.32,4FGL_J0614.6-2306
,4FGL_J0614.8+5735
,4FGL_J0614.8+6136
0.838,4FGL_J0614.9+2426
0.118,4FGL_J0615.1-1901
,4FGL_J0615.3-3117
0.441,4FGL_J0615.9+1416
2.37,4FGL_J0616.1-1732
1.397596,4FGL_J0616.5+2235
1.25,4FGL_J0616.7-1049
0.269,4FGL_J0616.9+4340
0.334,4FGL_J0617.2+2234e
,4FGL_J0617.2+5701
0.410456,4FGL_J0617.6-4028
0.254,4FGL_J0617.7-1715
0.925125,4FGL_J0618.1+7819
1.12,4FGL_J0618.1-2428
,4FGL_J0618.7+1211
,4FGL_J0618.9+2240c
1.525,4FGL_J0618.9-1138
,4FGL_J0620.0+5733
2.028,4FGL_J0620.1+2246
0.29,4FGL_J0620.3+3804
,4FGL_J0620.4+1445
0.565,4FGL_J0620.5-2512
0.617,4FGL_J0620.7+2643
0.729,4FGL_J0620.7-5034
,4FGL_J0620.9+2201
,4FGL_J0621.2-4648
0.415,4FGL_J0621.2+2512
,4FGL_J0621.2-2213
,4FGL_J0621.7-3411
0.755,4FGL_J0621.8+1746
,4FGL_J0621.9+4219
0.297,4FGL_J0622.2+3749
0.805,4FGL_J0622.3-2605
0.065,4FGL_J0622.4-6433
0.435,4FGL_J0622.5+3120
0.23,4FGL_J0622.7-4141
0.296221,4FGL_J0622.9+3326
0.184,4FGL_J0623.0-3010
0.789,4FGL_J0623.2+3044
2.125,4FGL_J0623.7-3348
,4FGL_J0623.9-5259
1.006,4FGL_J0624.1-6330
,4FGL_J0624.2-2943
,4FGL_J0624.7-4903
,4FGL_J0624.8-0735
0.274783,4FGL_J0625.3+4439
,4FGL_J0625.3-1144
,4FGL_J0625.5+7029
1.345123,4FGL_J0625.8-5441
,4FGL_J0626.4-4259
1.336,4FGL_J0626.4-1712
,4FGL_J0626.8-2603
0.845,4FGL_J0627.0+2623
,4FGL_J0627.0-3529
,4FGL_J0628.6-6711
0.6,4FGL_J0628.6+6900
0.666,4FGL_J0628.8-6250
0.45,4FGL_J0628.8-2340
,4FGL_J0629.3-1959
,4FGL_J0629.6+2435
0.796,4FGL_J0630.2+3228
0.278,4FGL_J0630.9-2406
1.14024,4FGL_J0631.0+5626
,4FGL_J0631.1+2020
,4FGL_J0631.5+1036
1.132,4FGL_J0631.8+0645
1.545,4FGL_J0632.0-1032
0.136465,4FGL_J0632.7+1215
0.8834,4FGL_J0632.8+0550
,4FGL_J0633.4-2222
,4FGL_J0633.7+0632
0.359,4FGL_J0633.9+5840
0.0935,4FGL_J0633.9+1746
0.13,4FGL_J0634.2+0436e
0.419,4FGL_J0634.6-3046c
,4FGL_J0634.9-2335
1.076,4FGL_J0635.6-7518
3.528223,4FGL_J0636.2-1057
,4FGL_J0636.7+7139
0.299,4FGL_J0637.4-3537
,4FGL_J0638.2+6020
,4FGL_J0638.6+7320
0.451,4FGL_J0638.7+2753
,4FGL_J0638.7+5658
,4FGL_J0639.1-8009
0.184,4FGL_J0639.4+0655e
0.102,4FGL_J0639.6+3503
,4FGL_J0640.0-1253
0.966,4FGL_J0640.7-1924
1.368,4FGL_J0640.8+2432
,4FGL_J0640.9-5204
,4FGL_J0641.4+3349
,4FGL_J0641.7-0320
,4FGL_J0642.4+1048
0.375,4FGL_J0642.9-6501
1.063952,4FGL_J0643.2-5356
0.4821,4FGL_J0643.3+0857
0.219,4FGL_J0643.4-3314
,4FGL_J0644.4-6712
0.434,4FGL_J0644.6+6039
0.948,4FGL_J0644.6-2853
,4FGL_J0646.4-5455
,4FGL_J0646.7-3913
,4FGL_J0647.0-5138
,4FGL_J0647.6+4459
0.583,4FGL_J0647.7-4418
0.456,4FGL_J0647.7-6058
0.11,4FGL_J0647.7+0031
,4FGL_J0647.8+4527
1.716056,4FGL_J0648.0-3045
,4FGL_J0648.1+1605
0.158,4FGL_J0648.2+1745
0.135,4FGL_J0648.4-1743
0.004283,4FGL_J0648.4-6941
0.218,4FGL_J0648.6-3623
0.256,4FGL_J0648.7+1516
0.16294,4FGL_J0649.3+2230
0.236451,4FGL_J0649.5-3139
1.588,4FGL_J0649.6-4017
,4FGL_J0650.2-5144
,4FGL_J0650.2-1636
0.206796,4FGL_J0650.5-2851
,4FGL_J0650.6+2055
,4FGL_J0650.7+2503
0.39,4FGL_J0651.0+4013
0.296903,4FGL_J0651.4+6525
,4FGL_J0651.5+7956
,4FGL_J0651.9-4330
1.32,4FGL_J0652.1-4813
0.4,4FGL_J0652.5+1932
1.761,4FGL_J0652.8-1855
,4FGL_J0652.9+4707
0.619095,4FGL_J0653.4+1813
0.7,4FGL_J0653.6+1636
0.531,4FGL_J0653.7+2815
0.15,4FGL_J0653.8-1330
0.075,4FGL_J0654.0-4658
1.285,4FGL_J0654.0-4152
1.065,4FGL_J0654.3+0923
,4FGL_J0654.3+5042
,4FGL_J0654.4+4514
0.456,4FGL_J0654.6-4952
1.54487,4FGL_J0654.7+4246
,4FGL_J0655.3-0037
0.386,4FGL_J0655.4-2631
0.635,4FGL_J0655.5+1552
0.6,4FGL_J0656.0+2420
,4FGL_J0656.3-0322
0.350853,4FGL_J0656.3+4235
1.8525,4FGL_J0656.3-2404
,4FGL_J0656.5+4218
,4FGL_J0657.4-4658
0.286,4FGL_J0657.7-5340
0.953508,4FGL_J0658.1-5840
,4FGL_J0658.2+2709
0.2454,4FGL_J0658.6+0636
0.335,4FGL_J0658.7+2318
,4FGL_J0659.2-1758c
0.179,4FGL_J0659.6-2742
0.065686,4FGL_J0659.6-6742
0.867,4FGL_J0659.7+1416
,4FGL_J0659.9+1709
,4FGL_J0700.1-6311
0.509,4FGL_J0700.2-5118
0.041,4FGL_J0700.2+1304
0.872,4FGL_J0700.4-4308
0.536,4FGL_J0700.5-6610
0.058,4FGL_J0700.6+3558
0.530688,4FGL_J0700.8+1551
0.141,4FGL_J0701.3-0403
0.806,4FGL_J0701.5+2511
0.224,4FGL_J0701.5-2842
1.956,4FGL_J0701.5-4634
0.586,4FGL_J0702.7-1951
,4FGL_J0703.2+6809
1.303,4FGL_J0703.2-3914
0.481,4FGL_J0703.3-1042
0.01375,4FGL_J0703.3-0050
,4FGL_J0704.0-1153c
,4FGL_J0704.3-4829
1.108552,4FGL_J0704.6-1055c
0.435,4FGL_J0704.7+4508
0.652,4FGL_J0704.8+4907
1.009,4FGL_J0705.7-4848
0.567,4FGL_J0705.8-0004
1.088,4FGL_J0705.9+5309
0.993,4FGL_J0706.1+0246
1.664,4FGL_J0706.5+3744
0.425,4FGL_J0706.8+7742
,4FGL_J0706.9+6109
,4FGL_J0708.6+1747
1.25,4FGL_J0708.8-3121
,4FGL_J0708.9+4839
0.787552,4FGL_J0709.0+4304
,4FGL_J0709.1+2241
